antecedents_str,consequents_str,rule_str,support,confidence,lift,strength
60 TEATIME FAIRY CAKE CASES,PACK OF 60 PINK PAISLEY CAKE CASES,60 TEATIME FAIRY CAKE CASES  →  PACK OF 60 PINK PAISLEY CAKE CASES,0.0199,0.4266,9.2402,Very Strong
"LUNCH BAG  BLACK SKULL., LUNCH BAG ALPHABET DESIGN",LUNCH BAG SUKI DESIGN,"LUNCH BAG  BLACK SKULL., LUNCH BAG ALPHABET DESIGN  →  LUNCH BAG SUKI DESIGN",0.0116,0.618,9.2355,Very Strong
"LUNCH BAG APPLE DESIGN, LUNCH BAG SPACEBOY DESIGN",LUNCH BAG SUKI DESIGN,"LUNCH BAG APPLE DESIGN, LUNCH BAG SPACEBOY DESIGN  →  LUNCH BAG SUKI DESIGN",0.0131,0.6174,9.2265,Very Strong
"LUNCH BAG PINK POLKADOT, LUNCH BAG VINTAGE LEAF DESIGN",LUNCH BAG  BLACK SKULL.,"LUNCH BAG PINK POLKADOT, LUNCH BAG VINTAGE LEAF DESIGN  →  LUNCH BAG  BLACK SKULL.",0.0112,0.7316,9.1969,Very Strong
60 TEATIME FAIRY CAKE CASES,PACK OF 60 DINOSAUR CAKE CASES,60 TEATIME FAIRY CAKE CASES  →  PACK OF 60 DINOSAUR CAKE CASES,0.0161,0.3454,9.1962,Very Strong
PACK OF 60 DINOSAUR CAKE CASES,60 TEATIME FAIRY CAKE CASES,PACK OF 60 DINOSAUR CAKE CASES  →  60 TEATIME FAIRY CAKE CASES,0.0161,0.4283,9.1962,Very Strong
"LUNCH BAG  BLACK SKULL., LUNCH BAG SPACEBOY DESIGN",LUNCH BAG WOODLAND,"LUNCH BAG  BLACK SKULL., LUNCH BAG SPACEBOY DESIGN  →  LUNCH BAG WOODLAND",0.0155,0.4961,9.1931,Very Strong
"LUNCH BAG  BLACK SKULL., LUNCH BAG CARS BLUE",LUNCH BAG PINK POLKADOT,"LUNCH BAG  BLACK SKULL., LUNCH BAG CARS BLUE  →  LUNCH BAG PINK POLKADOT",0.0201,0.6234,9.1731,Very Strong
"LUNCH BAG  BLACK SKULL., LUNCH BAG DOLLY GIRL DESIGN",LUNCH BAG SUKI DESIGN,"LUNCH BAG  BLACK SKULL., LUNCH BAG DOLLY GIRL DESIGN  →  LUNCH BAG SUKI DESIGN",0.0121,0.6138,9.1726,Very Strong
"JUMBO BAG PINK POLKADOT, JUMBO BAG PINK VINTAGE PAISLEY",JUMBO SHOPPER VINTAGE RED PAISLEY,"JUMBO BAG PINK POLKADOT, JUMBO BAG PINK VINTAGE PAISLEY  →  JUMBO SHOPPER VINTAGE RED PAISLEY",0.0102,0.5474,9.1725,Very Strong
"LUNCH BAG APPLE DESIGN, LUNCH BAG PINK POLKADOT",LUNCH BAG WOODLAND,"LUNCH BAG APPLE DESIGN, LUNCH BAG PINK POLKADOT  →  LUNCH BAG WOODLAND",0.0106,0.4944,9.1604,Very Strong
"LUNCH BAG DOLLY GIRL DESIGN, LUNCH BAG SUKI DESIGN",LUNCH BAG APPLE DESIGN,"LUNCH BAG DOLLY GIRL DESIGN, LUNCH BAG SUKI DESIGN  →  LUNCH BAG APPLE DESIGN",0.0102,0.5427,9.1434,Very Strong
"LUNCH BAG PINK POLKADOT, LUNCH BAG WOODLAND",LUNCH BAG SPACEBOY DESIGN,"LUNCH BAG PINK POLKADOT, LUNCH BAG WOODLAND  →  LUNCH BAG SPACEBOY DESIGN",0.0146,0.6364,9.0837,Very Strong
"LUNCH BAG DOLLY GIRL DESIGN, LUNCH BAG PINK POLKADOT",LUNCH BAG SUKI DESIGN,"LUNCH BAG DOLLY GIRL DESIGN, LUNCH BAG PINK POLKADOT  →  LUNCH BAG SUKI DESIGN",0.0105,0.6075,9.0778,Very Strong
"LUNCH BAG RED RETROSPOT, LUNCH BAG VINTAGE LEAF DESIGN",LUNCH BAG SUKI DESIGN,"LUNCH BAG RED RETROSPOT, LUNCH BAG VINTAGE LEAF DESIGN  →  LUNCH BAG SUKI DESIGN",0.0121,0.6064,9.0621,Very Strong
JUMBO BAG SPACEBOY DESIGN,JUMBO STORAGE BAG SKULLS,JUMBO BAG SPACEBOY DESIGN  →  JUMBO STORAGE BAG SKULLS,0.0105,0.3251,9.0617,Very Strong
"LUNCH BAG DOLLY GIRL DESIGN, LUNCH BAG WOODLAND",LUNCH BAG PINK POLKADOT,"LUNCH BAG DOLLY GIRL DESIGN, LUNCH BAG WOODLAND  →  LUNCH BAG PINK POLKADOT",0.0105,0.615,9.0492,Very Strong
"LUNCH BAG CARS BLUE, LUNCH BAG RED RETROSPOT",LUNCH BAG PINK POLKADOT,"LUNCH BAG CARS BLUE, LUNCH BAG RED RETROSPOT  →  LUNCH BAG PINK POLKADOT",0.0204,0.615,9.049,Very Strong
LUNCH BAG PINK POLKADOT,"LUNCH BAG CARS BLUE, LUNCH BAG RED RETROSPOT","LUNCH BAG PINK POLKADOT  →  LUNCH BAG CARS BLUE, LUNCH BAG RED RETROSPOT",0.0204,0.3006,9.049,Very Strong
LOVE HOT WATER BOTTLE,HOT WATER BOTTLE KEEP CALM,LOVE HOT WATER BOTTLE  →  HOT WATER BOTTLE KEEP CALM,0.0169,0.4965,9.0372,Very Strong
HOT WATER BOTTLE KEEP CALM,LOVE HOT WATER BOTTLE,HOT WATER BOTTLE KEEP CALM  →  LOVE HOT WATER BOTTLE,0.0169,0.3075,9.0372,Very Strong
"LUNCH BAG DOLLY GIRL DESIGN, LUNCH BAG RED RETROSPOT",LUNCH BAG PINK POLKADOT,"LUNCH BAG DOLLY GIRL DESIGN, LUNCH BAG RED RETROSPOT  →  LUNCH BAG PINK POLKADOT",0.0131,0.6128,9.0162,Very Strong
"LUNCH BAG APPLE DESIGN, LUNCH BAG RED RETROSPOT",LUNCH BAG WOODLAND,"LUNCH BAG APPLE DESIGN, LUNCH BAG RED RETROSPOT  →  LUNCH BAG WOODLAND",0.013,0.4865,9.0141,Very Strong
"JUMBO BAG RED RETROSPOT, JUMBO BAG SCANDINAVIAN BLUE PAISLEY",JUMBO SHOPPER VINTAGE RED PAISLEY,"JUMBO BAG RED RETROSPOT, JUMBO BAG SCANDINAVIAN BLUE PAISLEY  →  JUMBO SHOPPER VINTAGE RED PAISLEY",0.0105,0.5372,9.0012,Very Strong
"LUNCH BAG PINK POLKADOT, LUNCH BAG WOODLAND",LUNCH BAG CARS BLUE,"LUNCH BAG PINK POLKADOT, LUNCH BAG WOODLAND  →  LUNCH BAG CARS BLUE",0.0146,0.6364,9.001,Very Strong
"LUNCH BAG APPLE DESIGN, LUNCH BAG RED RETROSPOT",LUNCH BAG ALPHABET DESIGN,"LUNCH BAG APPLE DESIGN, LUNCH BAG RED RETROSPOT  →  LUNCH BAG ALPHABET DESIGN",0.0114,0.4264,8.9708,Very Strong
"JUMBO BAG PINK VINTAGE PAISLEY, JUMBO BAG RED RETROSPOT",JUMBO BAG PINK POLKADOT,"JUMBO BAG PINK VINTAGE PAISLEY, JUMBO BAG RED RETROSPOT  →  JUMBO BAG PINK POLKADOT",0.0133,0.567,8.969,Very Strong
"LUNCH BAG PINK POLKADOT, LUNCH BAG SUKI DESIGN",LUNCH BAG WOODLAND,"LUNCH BAG PINK POLKADOT, LUNCH BAG SUKI DESIGN  →  LUNCH BAG WOODLAND",0.0129,0.4835,8.9585,Very Strong
"60 TEATIME FAIRY CAKE CASES, PACK OF 60 PINK PAISLEY CAKE CASES",PACK OF 72 RETROSPOT CAKE CASES,"60 TEATIME FAIRY CAKE CASES, PACK OF 60 PINK PAISLEY CAKE CASES  →  PACK OF 72 RETROSPOT CAKE CASES",0.0119,0.5992,8.954,Very Strong
"LUNCH BAG ALPHABET DESIGN, LUNCH BAG RED RETROSPOT",LUNCH BAG SUKI DESIGN,"LUNCH BAG ALPHABET DESIGN, LUNCH BAG RED RETROSPOT  →  LUNCH BAG SUKI DESIGN",0.0115,0.5983,8.9411,Very Strong
BEWARE OF THE CAT METAL SIGN,HAND OVER THE CHOCOLATE   SIGN,BEWARE OF THE CAT METAL SIGN  →  HAND OVER THE CHOCOLATE   SIGN,0.0109,0.4066,8.9321,Very Strong
"LUNCH BAG DOLLY GIRL DESIGN, LUNCH BAG WOODLAND",LUNCH BAG SUKI DESIGN,"LUNCH BAG DOLLY GIRL DESIGN, LUNCH BAG WOODLAND  →  LUNCH BAG SUKI DESIGN",0.0102,0.5962,8.91,Very Strong
LUNCH BAG PINK POLKADOT,"LUNCH BAG  BLACK SKULL., LUNCH BAG RED RETROSPOT","LUNCH BAG PINK POLKADOT  →  LUNCH BAG  BLACK SKULL., LUNCH BAG RED RETROSPOT",0.0236,0.3467,8.9072,Very Strong
"LUNCH BAG  BLACK SKULL., LUNCH BAG RED RETROSPOT",LUNCH BAG PINK POLKADOT,"LUNCH BAG  BLACK SKULL., LUNCH BAG RED RETROSPOT  →  LUNCH BAG PINK POLKADOT",0.0236,0.6054,8.9072,Very Strong
"LUNCH BAG APPLE DESIGN, LUNCH BAG PINK POLKADOT",LUNCH BAG SUKI DESIGN,"LUNCH BAG APPLE DESIGN, LUNCH BAG PINK POLKADOT  →  LUNCH BAG SUKI DESIGN",0.0128,0.5955,8.8989,Very Strong
PAPER CHAIN KIT VINTAGE CHRISTMAS,PAPER CHAIN KIT 50'S CHRISTMAS,PAPER CHAIN KIT VINTAGE CHRISTMAS  →  PAPER CHAIN KIT 50'S CHRISTMAS,0.035,0.6522,8.8909,Very Strong
PAPER CHAIN KIT 50'S CHRISTMAS,PAPER CHAIN KIT VINTAGE CHRISTMAS,PAPER CHAIN KIT 50'S CHRISTMAS  →  PAPER CHAIN KIT VINTAGE CHRISTMAS,0.035,0.477,8.8909,Very Strong
"JUMBO BAG RED RETROSPOT, JUMBO BAG SCANDINAVIAN BLUE PAISLEY",JUMBO BAG PINK POLKADOT,"JUMBO BAG RED RETROSPOT, JUMBO BAG SCANDINAVIAN BLUE PAISLEY  →  JUMBO BAG PINK POLKADOT",0.0109,0.562,8.8895,Very Strong
"LUNCH BAG RED RETROSPOT, LUNCH BAG SUKI DESIGN",LUNCH BAG WOODLAND,"LUNCH BAG RED RETROSPOT, LUNCH BAG SUKI DESIGN  →  LUNCH BAG WOODLAND",0.0158,0.4792,8.8795,Very Strong
"LUNCH BAG ALPHABET DESIGN, LUNCH BAG RED RETROSPOT",LUNCH BAG PINK POLKADOT,"LUNCH BAG ALPHABET DESIGN, LUNCH BAG RED RETROSPOT  →  LUNCH BAG PINK POLKADOT",0.0116,0.6025,8.8651,Very Strong
"LUNCH BAG CARS BLUE, LUNCH BAG SUKI DESIGN",LUNCH BAG DOLLY GIRL DESIGN,"LUNCH BAG CARS BLUE, LUNCH BAG SUKI DESIGN  →  LUNCH BAG DOLLY GIRL DESIGN",0.0106,0.3646,8.8202,Very Strong
"LUNCH BAG DOLLY GIRL DESIGN, LUNCH BAG RED RETROSPOT",LUNCH BAG SUKI DESIGN,"LUNCH BAG DOLLY GIRL DESIGN, LUNCH BAG RED RETROSPOT  →  LUNCH BAG SUKI DESIGN",0.0126,0.5902,8.82,Very Strong
"LUNCH BAG SUKI DESIGN, LUNCH BAG VINTAGE LEAF DESIGN",LUNCH BAG SPACEBOY DESIGN,"LUNCH BAG SUKI DESIGN, LUNCH BAG VINTAGE LEAF DESIGN  →  LUNCH BAG SPACEBOY DESIGN",0.0118,0.6176,8.8165,Very Strong
"JUMBO BAG PINK VINTAGE PAISLEY, JUMBO BAG RED RETROSPOT",JUMBO SHOPPER VINTAGE RED PAISLEY,"JUMBO BAG PINK VINTAGE PAISLEY, JUMBO BAG RED RETROSPOT  →  JUMBO SHOPPER VINTAGE RED PAISLEY",0.0123,0.5258,8.8099,Very Strong
"LUNCH BAG PINK POLKADOT, LUNCH BAG SPACEBOY DESIGN",LUNCH BAG CARS BLUE,"LUNCH BAG PINK POLKADOT, LUNCH BAG SPACEBOY DESIGN  →  LUNCH BAG CARS BLUE",0.0167,0.6228,8.8085,Very Strong
"LUNCH BAG APPLE DESIGN, LUNCH BAG RED RETROSPOT",LUNCH BAG SUKI DESIGN,"LUNCH BAG APPLE DESIGN, LUNCH BAG RED RETROSPOT  →  LUNCH BAG SUKI DESIGN",0.0158,0.5886,8.7956,Very Strong
"JUMBO BAG RED RETROSPOT, JUMBO BAG STRAWBERRY",JUMBO BAG PINK POLKADOT,"JUMBO BAG RED RETROSPOT, JUMBO BAG STRAWBERRY  →  JUMBO BAG PINK POLKADOT",0.0164,0.5559,8.7926,Very Strong
"LUNCH BAG SPACEBOY DESIGN, LUNCH BAG SUKI DESIGN",LUNCH BAG WOODLAND,"LUNCH BAG SPACEBOY DESIGN, LUNCH BAG SUKI DESIGN  →  LUNCH BAG WOODLAND",0.0132,0.474,8.7826,Very Strong
"LUNCH BAG CARS BLUE, LUNCH BAG DOLLY GIRL DESIGN",LUNCH BAG SUKI DESIGN,"LUNCH BAG CARS BLUE, LUNCH BAG DOLLY GIRL DESIGN  →  LUNCH BAG SUKI DESIGN",0.0106,0.5867,8.7669,Very Strong
"JUMBO STORAGE BAG SUKI, LUNCH BAG RED RETROSPOT",LUNCH BAG SUKI DESIGN,"JUMBO STORAGE BAG SUKI, LUNCH BAG RED RETROSPOT  →  LUNCH BAG SUKI DESIGN",0.0104,0.5864,8.7623,Very Strong
"JUMBO BAG PINK POLKADOT, JUMBO BAG RED RETROSPOT",JUMBO BAG STRAWBERRY,"JUMBO BAG PINK POLKADOT, JUMBO BAG RED RETROSPOT  →  JUMBO BAG STRAWBERRY",0.0164,0.4215,8.7485,Very Strong
JUMBO BAG STRAWBERRY,"JUMBO BAG PINK POLKADOT, JUMBO BAG RED RETROSPOT","JUMBO BAG STRAWBERRY  →  JUMBO BAG PINK POLKADOT, JUMBO BAG RED RETROSPOT",0.0164,0.3406,8.7485,Very Strong
"LUNCH BAG RED RETROSPOT, LUNCH BAG WOODLAND",LUNCH BAG SPACEBOY DESIGN,"LUNCH BAG RED RETROSPOT, LUNCH BAG WOODLAND  →  LUNCH BAG SPACEBOY DESIGN",0.0179,0.6126,8.745,Very Strong
"JUMBO BAG APPLES, JUMBO BAG RED RETROSPOT",JUMBO BAG VINTAGE LEAF,"JUMBO BAG APPLES, JUMBO BAG RED RETROSPOT  →  JUMBO BAG VINTAGE LEAF",0.0119,0.4933,8.7373,Very Strong
WOODEN FRAME ANTIQUE WHITE,WOODEN PICTURE FRAME WHITE FINISH,WOODEN FRAME ANTIQUE WHITE  →  WOODEN PICTURE FRAME WHITE FINISH,0.0368,0.5935,8.7326,Very Strong
WOODEN PICTURE FRAME WHITE FINISH,WOODEN FRAME ANTIQUE WHITE,WOODEN PICTURE FRAME WHITE FINISH  →  WOODEN FRAME ANTIQUE WHITE,0.0368,0.5408,8.7326,Very Strong
"LUNCH BAG CARS BLUE, LUNCH BAG WOODLAND",LUNCH BAG SPACEBOY DESIGN,"LUNCH BAG CARS BLUE, LUNCH BAG WOODLAND  →  LUNCH BAG SPACEBOY DESIGN",0.0157,0.6113,8.7257,Very Strong
"LUNCH BAG  BLACK SKULL., LUNCH BAG SUKI DESIGN",LUNCH BAG VINTAGE LEAF DESIGN,"LUNCH BAG  BLACK SKULL., LUNCH BAG SUKI DESIGN  →  LUNCH BAG VINTAGE LEAF DESIGN",0.0121,0.3842,8.7173,Very Strong
LUNCH BAG VINTAGE LEAF DESIGN,LUNCH BAG ALPHABET DESIGN,LUNCH BAG VINTAGE LEAF DESIGN  →  LUNCH BAG ALPHABET DESIGN,0.0183,0.4142,8.7143,Very Strong
LUNCH BAG ALPHABET DESIGN,LUNCH BAG VINTAGE LEAF DESIGN,LUNCH BAG ALPHABET DESIGN  →  LUNCH BAG VINTAGE LEAF DESIGN,0.0183,0.3841,8.7143,Very Strong
SCOTTIE DOG HOT WATER BOTTLE,RETROSPOT HEART HOT WATER BOTTLE,SCOTTIE DOG HOT WATER BOTTLE  →  RETROSPOT HEART HOT WATER BOTTLE,0.0164,0.3355,8.6908,Very Strong
RETROSPOT HEART HOT WATER BOTTLE,SCOTTIE DOG HOT WATER BOTTLE,RETROSPOT HEART HOT WATER BOTTLE  →  SCOTTIE DOG HOT WATER BOTTLE,0.0164,0.425,8.6908,Very Strong
COOK WITH WINE METAL SIGN,PLEASE ONE PERSON METAL SIGN,COOK WITH WINE METAL SIGN  →  PLEASE ONE PERSON METAL SIGN,0.0195,0.4459,8.6753,Very Strong
PLEASE ONE PERSON METAL SIGN,COOK WITH WINE METAL SIGN,PLEASE ONE PERSON METAL SIGN  →  COOK WITH WINE METAL SIGN,0.0195,0.3803,8.6753,Very Strong
GIN + TONIC DIET METAL SIGN,HAND OVER THE CHOCOLATE   SIGN,GIN + TONIC DIET METAL SIGN  →  HAND OVER THE CHOCOLATE   SIGN,0.0196,0.3948,8.6728,Very Strong
HAND OVER THE CHOCOLATE   SIGN,GIN + TONIC DIET METAL SIGN,HAND OVER THE CHOCOLATE   SIGN  →  GIN + TONIC DIET METAL SIGN,0.0196,0.4311,8.6728,Very Strong
LUNCH BAG DOLLY GIRL DESIGN,LUNCH BAG SPACEBOY DESIGN,LUNCH BAG DOLLY GIRL DESIGN  →  LUNCH BAG SPACEBOY DESIGN,0.025,0.6051,8.6368,Very Strong
LUNCH BAG SPACEBOY DESIGN,LUNCH BAG DOLLY GIRL DESIGN,LUNCH BAG SPACEBOY DESIGN  →  LUNCH BAG DOLLY GIRL DESIGN,0.025,0.3571,8.6368,Very Strong
"JUMBO BAG RED RETROSPOT, JUMBO SHOPPER VINTAGE RED PAISLEY",JUMBO  BAG BAROQUE BLACK WHITE,"JUMBO BAG RED RETROSPOT, JUMBO SHOPPER VINTAGE RED PAISLEY  →  JUMBO  BAG BAROQUE BLACK WHITE",0.0125,0.4228,8.6309,Very Strong
LADIES & GENTLEMEN METAL SIGN,COOK WITH WINE METAL SIGN,LADIES & GENTLEMEN METAL SIGN  →  COOK WITH WINE METAL SIGN,0.0104,0.3783,8.6301,Very Strong
HOT BATHS METAL SIGN,COOK WITH WINE METAL SIGN,HOT BATHS METAL SIGN  →  COOK WITH WINE METAL SIGN,0.0111,0.3781,8.6251,Very Strong
"LUNCH BAG APPLE DESIGN, LUNCH BAG WOODLAND",LUNCH BAG SPACEBOY DESIGN,"LUNCH BAG APPLE DESIGN, LUNCH BAG WOODLAND  →  LUNCH BAG SPACEBOY DESIGN",0.0119,0.6041,8.6229,Very Strong
"LUNCH BAG APPLE DESIGN, LUNCH BAG SUKI DESIGN",LUNCH BAG WOODLAND,"LUNCH BAG APPLE DESIGN, LUNCH BAG SUKI DESIGN  →  LUNCH BAG WOODLAND",0.0123,0.465,8.6169,Very Strong
PACK OF 60 SPACEBOY CAKE CASES,PACK OF 60 PINK PAISLEY CAKE CASES,PACK OF 60 SPACEBOY CAKE CASES  →  PACK OF 60 PINK PAISLEY CAKE CASES,0.0106,0.3976,8.6119,Very Strong
"JUMBO  BAG BAROQUE BLACK WHITE, JUMBO BAG RED RETROSPOT",JUMBO BAG STRAWBERRY,"JUMBO  BAG BAROQUE BLACK WHITE, JUMBO BAG RED RETROSPOT  →  JUMBO BAG STRAWBERRY",0.0111,0.4144,8.6017,Very Strong
"LUNCH BAG  BLACK SKULL., LUNCH BAG CARS BLUE",LUNCH BAG WOODLAND,"LUNCH BAG  BLACK SKULL., LUNCH BAG CARS BLUE  →  LUNCH BAG WOODLAND",0.015,0.4638,8.5945,Very Strong
BEWARE OF THE CAT METAL SIGN,COOK WITH WINE METAL SIGN,BEWARE OF THE CAT METAL SIGN  →  COOK WITH WINE METAL SIGN,0.0101,0.3765,8.5892,Very Strong
"LUNCH BAG  BLACK SKULL., LUNCH BAG WOODLAND",LUNCH BAG PINK POLKADOT,"LUNCH BAG  BLACK SKULL., LUNCH BAG WOODLAND  →  LUNCH BAG PINK POLKADOT",0.0152,0.5833,8.5829,Very Strong
LUNCH BAG VINTAGE LEAF DESIGN,LUNCH BAG APPLE DESIGN,LUNCH BAG VINTAGE LEAF DESIGN  →  LUNCH BAG APPLE DESIGN,0.0224,0.5091,8.5772,Very Strong
LUNCH BAG APPLE DESIGN,LUNCH BAG VINTAGE LEAF DESIGN,LUNCH BAG APPLE DESIGN  →  LUNCH BAG VINTAGE LEAF DESIGN,0.0224,0.378,8.5772,Very Strong
"LUNCH BAG RED RETROSPOT, LUNCH BAG WOODLAND",LUNCH BAG PINK POLKADOT,"LUNCH BAG RED RETROSPOT, LUNCH BAG WOODLAND  →  LUNCH BAG PINK POLKADOT",0.0171,0.5824,8.5695,Very Strong
"LUNCH BAG  BLACK SKULL., LUNCH BAG VINTAGE LEAF DESIGN",LUNCH BAG PINK POLKADOT,"LUNCH BAG  BLACK SKULL., LUNCH BAG VINTAGE LEAF DESIGN  →  LUNCH BAG PINK POLKADOT",0.0112,0.5816,8.5573,Very Strong
"LUNCH BAG SUKI DESIGN, LUNCH BAG WOODLAND",LUNCH BAG PINK POLKADOT,"LUNCH BAG SUKI DESIGN, LUNCH BAG WOODLAND  →  LUNCH BAG PINK POLKADOT",0.0129,0.5812,8.552,Very Strong
"LUNCH BAG CARS BLUE, LUNCH BAG SUKI DESIGN",LUNCH BAG WOODLAND,"LUNCH BAG CARS BLUE, LUNCH BAG SUKI DESIGN  →  LUNCH BAG WOODLAND",0.0134,0.4613,8.5479,Very Strong
"LUNCH BAG SUKI DESIGN, LUNCH BAG WOODLAND",LUNCH BAG CARS BLUE,"LUNCH BAG SUKI DESIGN, LUNCH BAG WOODLAND  →  LUNCH BAG CARS BLUE",0.0134,0.6029,8.5275,Very Strong
"LUNCH BAG CARS BLUE, LUNCH BAG PINK POLKADOT",LUNCH BAG WOODLAND,"LUNCH BAG CARS BLUE, LUNCH BAG PINK POLKADOT  →  LUNCH BAG WOODLAND",0.0146,0.4596,8.5159,Very Strong
"LUNCH BAG  BLACK SKULL., LUNCH BAG WOODLAND",LUNCH BAG SPACEBOY DESIGN,"LUNCH BAG  BLACK SKULL., LUNCH BAG WOODLAND  →  LUNCH BAG SPACEBOY DESIGN",0.0155,0.5957,8.503,Very Strong
"LUNCH BAG DOLLY GIRL DESIGN, LUNCH BAG PINK POLKADOT",LUNCH BAG RED RETROSPOT,"LUNCH BAG DOLLY GIRL DESIGN, LUNCH BAG PINK POLKADOT  →  LUNCH BAG RED RETROSPOT",0.0131,0.7617,8.5009,Very Strong
"JUMBO  BAG BAROQUE BLACK WHITE, JUMBO BAG RED RETROSPOT",JUMBO STORAGE BAG SUKI,"JUMBO  BAG BAROQUE BLACK WHITE, JUMBO BAG RED RETROSPOT  →  JUMBO STORAGE BAG SUKI",0.0131,0.4895,8.4998,Very Strong
"LUNCH BAG  BLACK SKULL., LUNCH BAG DOLLY GIRL DESIGN",LUNCH BAG PINK POLKADOT,"LUNCH BAG  BLACK SKULL., LUNCH BAG DOLLY GIRL DESIGN  →  LUNCH BAG PINK POLKADOT",0.0114,0.5772,8.4932,Very Strong
"LUNCH BAG CARS BLUE, LUNCH BAG RED RETROSPOT",LUNCH BAG DOLLY GIRL DESIGN,"LUNCH BAG CARS BLUE, LUNCH BAG RED RETROSPOT  →  LUNCH BAG DOLLY GIRL DESIGN",0.0117,0.3511,8.4924,Very Strong
"JUMBO BAG ALPHABET, JUMBO BAG RED RETROSPOT",JUMBO BAG VINTAGE LEAF,"JUMBO BAG ALPHABET, JUMBO BAG RED RETROSPOT  →  JUMBO BAG VINTAGE LEAF",0.0103,0.4794,8.4906,Very Strong
"JUMBO BAG PINK VINTAGE PAISLEY, JUMBO SHOPPER VINTAGE RED PAISLEY",JUMBO BAG PINK POLKADOT,"JUMBO BAG PINK VINTAGE PAISLEY, JUMBO SHOPPER VINTAGE RED PAISLEY  →  JUMBO BAG PINK POLKADOT",0.0102,0.5359,8.4763,Very Strong
"LUNCH BAG  BLACK SKULL., LUNCH BAG ALPHABET DESIGN",LUNCH BAG PINK POLKADOT,"LUNCH BAG  BLACK SKULL., LUNCH BAG ALPHABET DESIGN  →  LUNCH BAG PINK POLKADOT",0.0108,0.5751,8.4619,Very Strong
"LUNCH BAG DOLLY GIRL DESIGN, LUNCH BAG PINK POLKADOT",LUNCH BAG CARS BLUE,"LUNCH BAG DOLLY GIRL DESIGN, LUNCH BAG PINK POLKADOT  →  LUNCH BAG CARS BLUE",0.0103,0.5981,8.4603,Very Strong
NO SINGING METAL SIGN,GIN + TONIC DIET METAL SIGN,NO SINGING METAL SIGN  →  GIN + TONIC DIET METAL SIGN,0.0123,0.4203,8.4562,Very Strong
LUNCH BOX I LOVE LONDON,SPACEBOY LUNCH BOX,LUNCH BOX I LOVE LONDON  →  SPACEBOY LUNCH BOX,0.0113,0.3414,8.4555,Very Strong
"LUNCH BAG CARS BLUE, LUNCH BAG SPACEBOY DESIGN",LUNCH BAG PINK POLKADOT,"LUNCH BAG CARS BLUE, LUNCH BAG SPACEBOY DESIGN  →  LUNCH BAG PINK POLKADOT",0.0167,0.5746,8.4542,Very Strong
"LUNCH BAG SPACEBOY DESIGN, LUNCH BAG SUKI DESIGN",LUNCH BAG ALPHABET DESIGN,"LUNCH BAG SPACEBOY DESIGN, LUNCH BAG SUKI DESIGN  →  LUNCH BAG ALPHABET DESIGN",0.0112,0.4017,8.4514,Very Strong
"LUNCH BAG SUKI DESIGN, LUNCH BAG WOODLAND",LUNCH BAG SPACEBOY DESIGN,"LUNCH BAG SUKI DESIGN, LUNCH BAG WOODLAND  →  LUNCH BAG SPACEBOY DESIGN",0.0132,0.5921,8.4513,Very Strong
"JUMBO BAG RED RETROSPOT, JUMBO STORAGE BAG SUKI",JUMBO BAG STRAWBERRY,"JUMBO BAG RED RETROSPOT, JUMBO STORAGE BAG SUKI  →  JUMBO BAG STRAWBERRY",0.0131,0.4065,8.4371,Very Strong
HOT WATER BOTTLE TEA AND SYMPATHY,HOT WATER BOTTLE KEEP CALM,HOT WATER BOTTLE TEA AND SYMPATHY  →  HOT WATER BOTTLE KEEP CALM,0.0181,0.463,8.4276,Very Strong
HOT WATER BOTTLE KEEP CALM,HOT WATER BOTTLE TEA AND SYMPATHY,HOT WATER BOTTLE KEEP CALM  →  HOT WATER BOTTLE TEA AND SYMPATHY,0.0181,0.3294,8.4276,Very Strong
"JUMBO BAG RED RETROSPOT, JUMBO SHOPPER VINTAGE RED PAISLEY",JUMBO STORAGE BAG SUKI,"JUMBO BAG RED RETROSPOT, JUMBO SHOPPER VINTAGE RED PAISLEY  →  JUMBO STORAGE BAG SUKI",0.0144,0.4851,8.4234,Very Strong
CHOCOLATE THIS WAY METAL SIGN,GIN + TONIC DIET METAL SIGN,CHOCOLATE THIS WAY METAL SIGN  →  GIN + TONIC DIET METAL SIGN,0.0117,0.4183,8.4162,Very Strong
"LUNCH BAG PINK POLKADOT, LUNCH BAG WOODLAND",LUNCH BAG SUKI DESIGN,"LUNCH BAG PINK POLKADOT, LUNCH BAG WOODLAND  →  LUNCH BAG SUKI DESIGN",0.0129,0.5629,8.4123,Very Strong
"LUNCH BAG APPLE DESIGN, LUNCH BAG VINTAGE LEAF DESIGN",LUNCH BAG SUKI DESIGN,"LUNCH BAG APPLE DESIGN, LUNCH BAG VINTAGE LEAF DESIGN  →  LUNCH BAG SUKI DESIGN",0.0126,0.5627,8.4091,Very Strong
LUNCH BOX I LOVE LONDON,DOLLY GIRL LUNCH BOX,LUNCH BOX I LOVE LONDON  →  DOLLY GIRL LUNCH BOX,0.0105,0.3148,8.3981,Very Strong
"LUNCH BAG CARS BLUE, LUNCH BAG WOODLAND",LUNCH BAG PINK POLKADOT,"LUNCH BAG CARS BLUE, LUNCH BAG WOODLAND  →  LUNCH BAG PINK POLKADOT",0.0146,0.5705,8.3946,Very Strong
